timestep,image_idx,sample_idx,reward,ir_person,sex_score,sex_score_binary,aesthetics_score
,0,,0.6220148971370794,0.2569365729344424,0.7780128471286104,0.7551843270846084,0.8283451515547903
,1,,0.6665978383491323,0.48541387055347784,0.4989821518884361,0.7298944802873231,0.7744713218661395
,2,,0.5239105898454919,0.09677871236122759,0.7050620080029197,0.11641157328460794,0.9715503820317826
0.0,0,0.0,0.08758758065694816,0.8045988348828758,0.04750453625082107,0.12836464697153305,0.9910940511187727
0.0,0,1.0,0.8358765814999009,0.780127607737409,0.4980883281896644,0.023676354726446913,0.6051567232761301
0.0,0,2.0,0.5523773603469212,0.8258627742990856,0.5740155307317213,0.8551470127727989,0.564158047469481
0.0,0,3.0,0.9233708614031462,0.8399069694256388,0.1862005996579167,0.7924852745732087,0.2604401809868465
0.0,1,0.0,0.6963567439978997,0.5811316194784745,0.9787375627185803,0.18370696005134557,0.7633841928849195
0.0,1,1.0,0.5035602060204651,0.16155392118285417,0.11929322719931501,0.29183239388109694,0.03877160792014678
0.0,1,2.0,0.44608928694063843,0.9490393765439099,0.5501734937475019,0.7172738523067251,0.2097388042775593
0.0,1,3.0,0.325988601530232,0.3570470554880045,0.17129224307765856,0.3807030484324879,0.6000186921302656
0.0,2,0.0,0.7228330448716932,0.46778627119512306,0.6966474901030905,0.042574122341593634,0.2979015494940198
0.0,2,1.0,0.4098656442156594,0.08121483130867946,0.4690009832191582,0.7807611275201786,0.5435681981615926
0.0,2,2.0,0.4320127394503238,0.7060671352991299,0.4961963987216269,0.3238756059699699,0.5005990376081879
0.0,2,3.0,0.3726274439960544,0.1585506346750113,0.6890137671883049,0.7764771136698101,0.871623016579004
1.0,0,0.0,0.48711888800881753,0.5232781205235199,0.7286130094171854,0.7685532301025578,0.6433538323313464
1.0,0,1.0,0.34378656159846566,0.42725171702417086,0.5764692641064005,0.6073469427395765,0.31653683695009627
1.0,0,2.0,0.6466195131737457,0.5294788199779848,0.3174391681662042,0.08842052227950359,0.015863198436072867
1.0,0,3.0,0.8322482892139561,0.651348080316502,0.33240421431917033,0.9986004149887836,0.12705282366007842
1.0,1,0.0,0.24049463486685607,0.7810321374157023,0.5051729201216935,0.5536433980316042,0.6253905559681108
1.0,1,1.0,0.7917040853240718,0.7601461456426719,0.34828196083324314,0.08476014179530733,0.6620576174075089
1.0,1,2.0,0.02932078596910126,0.6348896787049121,0.6088556890367396,0.9801934933900438,0.8515834436007548
1.0,1,3.0,0.6976949750314573,0.5739064231950303,0.7086386932941482,0.7085240995769906,0.9669509374583009
1.0,2,0.0,0.7540643288366679,0.05857917513466593,0.4082597020017824,0.2010715957464151,0.15374025707084304
1.0,2,1.0,0.14418160127429125,0.4257128945479117,0.8865296929267837,0.6051258927023269,0.1518107250211248
1.0,2,2.0,0.4559662708618061,0.8965101892835425,0.10472536302587876,0.2748329484066072,0.2110032134845402
1.0,2,3.0,0.7727297197866808,0.7569268511495815,0.13028338634338854,0.038677893127020746,0.4734884588881647
2.0,0,0.0,0.36375766647051677,0.936967612877744,0.8835516985781305,0.43954282233882025,0.11979277789556608
2.0,0,1.0,0.9028040268125167,0.01478242192986845,0.49344160279055416,0.4612769992552723,0.4580842626575955
2.0,0,2.0,0.25122297969267926,0.5934658235782331,0.11457122499363936,0.8158690796194142,0.9020965648453828
2.0,0,3.0,0.8425961911740439,0.08767362374988563,0.7643902161376382,0.6393900669496223,0.06475807853265458
2.0,1,0.0,0.2380852755189664,0.5793980596951717,0.6098751492983353,0.6653701557211673,0.7135047583488363
2.0,1,1.0,0.4671406453672281,0.8342338460279664,0.8378260687213381,0.5918362619094645,0.3903301649789179
2.0,1,2.0,0.23208581112989568,0.8609560400296175,0.639592820750434,0.9867505361463159,0.9091945660933598
2.0,1,3.0,0.16531674012576858,0.7599767294521664,0.8305188899851406,0.5766009627003165,0.3308188508960299
2.0,2,0.0,0.49998195679812174,0.5790677607731596,0.7215268143007002,0.17118255008160432,0.3580858021282486
2.0,2,1.0,0.7481651754026467,0.875095663505426,0.5703620509035956,0.23840801954788904,0.6654274006637345
2.0,2,2.0,0.12627061609750534,0.16001483132139427,0.8697582116456897,0.971289237279753,0.2286272844582412
2.0,2,3.0,0.9481668238649381,0.17611594035837264,0.5294117790591931,0.5257882160167028,0.25268016113312664
3.0,0,0.0,0.5545843486015812,0.9776790594257457,0.5743417444704094,0.8550826017907137,0.6682411502672719
3.0,0,1.0,0.2570464603977455,0.19608879205299867,0.8465825966538036,0.8067612436835055,0.4297736327350362
